ASNNumber;Номенклатура;Машина;Qty ASN;ДП/МП;Паллет №;Приоритет;Факт;Остаток;Часы;Статус;Приемка до;Месяц;Тип
DPS045745;Biofinity XR Toric (3pk);26_001;137;ДП;9;;137;0;0,0;Закрыто;;-;Сложные
MPS171959;Diag Biofinity Energys (3pk);26_001;2 949;МП;1;;2949;0;0,0;Закрыто;;-;Сфера
MPS172013;iWear oxygen (6pk);26_001;219;МП;1;;219;0;0,0;Закрыто;;-;Сфера
MPS172073;Biofinity Energys (3pk);26_001;2 814;МП;1;;2814;0;0,0;Закрыто;;-;Сфера
MPS172157;Biofinity Toric (3 pk) (new);26_001;581;МП;1;;581;0;0,0;Закрыто;;-;Сложные
MPS172174;WB Comfilcon A toric BF (3pk);26_001;74;МП;1;;74;0;0,0;Закрыто;;-;Сложные
MPS172198;Diag Biofinity Toric (1pk);26_001;18;МП;1;;0;18;0,4;В приемке;30.06.2026;01.06.2026;1pk
MPS172205;WB Stenfilcon A 54% 1 Day MD (30pk);26_001;2 484;МП;2,4;;2484;0;0,0;Закрыто;;-;Сфера
MPS172227;Diag MyDay (5pk);26_001;4 408;МП;2;;4408;0;0,0;Закрыто;;-;Сфера
MPS172270;Biofinity Toric (3 pk) (new);26_001;180;МП;4;;180;0;0,0;Закрыто;;-;Сложные
MPS172237;Maxima 55 UV (6pk);26_001;3 869;МП;13;;3869;0;0,0;Закрыто;;-;Сфера
DPS046278;Clariti 1 Day (30pk)_Bespoke;26_001;2 747;ДП;11;;2747;0;0,0;Закрыто;;-;Сфера
MPS172136;Diag Biofinity Toric (1pk);26_001;3 057;МП;1;;0;3 057;61,1;В приемке;30.06.2026;01.06.2026;1pk
MPS172275;Diag Biofinity (3pk);26_001;7 777;МП;3;;7777;0;0,0;Закрыто;;-;Сфера
MPS172319;Biofinity Toric (3 pk) (new);26_001;405;МП;4;;405;0;0,0;Закрыто;;-;Сложные
MPS172332;WB Comfilcon A multifocal BF (3 pk);26_001;1 595;МП;6;;1595;0;0,0;Закрыто;;-;Сложные
MPS172353;Biomedics 55 Evolution (6pk);26_001;68;МП;6;;68;0;0,0;Закрыто;;-;Сфера
MPS172385;WB Stenfilcon A 54% 1 Day MD (30pk);26_001;1 037;МП;6;;1037;0;0,0;Закрыто;;-;Сфера
MPS172530;Biofinity (6pk)_Bespoke;26_001;10 240;МП;8;;10240;0;0,0;Закрыто;;-;Сфера
MPS172150;WB Comfilcon A toric BF (3pk);26_001;12;МП;1;;12;0;0,0;Закрыто;;-;Сложные
MPS172463;iWear fresh (30pk) (new);26_001;4 783;МП;5,6;;4783;0;0,0;Закрыто;;-;Сфера
MPS172373;Maxima 55 UV (6pk);26_001;5 264;МП;13,14;;5264;0;0,0;Закрыто;;-;Сфера
MPS172531;Maxima 55 UV (6pk);26_001;6 449;МП;14,15;;6449;0;0,0;Закрыто;;-;Сфера
MPS172592;Biofinity (3pk)_Bespoke;26_001;11 951;МП;11,12;;11951;0;0,0;Закрыто;;-;Сфера
MPS172569;iWear harmony (30pk);26_001;3 113;МП;9;;3113;0;0,0;Закрыто;;-;Сфера
MPS172566;Diag Biofinity (3pk);26_001;13 827;МП;10,12;;13827;0;0,0;Закрыто;;-;Сфера
MPS172261;Biofinity Toric (3 pk) (new);26_001;210;МП;4;;210;0;0,0;Закрыто;;-;Сложные
MPS172323;Biofinity Toric (3 pk) (new);26_001;195;МП;6;;195;0;0,0;Закрыто;;-;Сложные
MPS172419;Biofinity XR (3 pk);26_001;359;МП;6;;359;0;0,0;Закрыто;;-;Сфера
MPS172554;Diag Biofinity Toric (1pk);26_001;180;МП;12;;180;0;0,0;Закрыто;;-;1pk
MPS172295;WB Comfilcon A multifocal BF (3 pk);26_001;1 987;МП;4;;1987;0;0,0;Закрыто;;-;Сложные
MPS172297;Diag Biofinity (3pk);26_001;3 595;МП;4;;3595;0;0,0;Закрыто;;-;Сфера
MPS172387;Diag MiSight 1 day (5 pk);26_001;1 336;МП;6;;1336;0;0,0;Закрыто;;-;Сфера
MPS172489;Diag Biofinity (3pk);26_001;8 746;МП;7;;8746;0;0,0;Закрыто;;-;Сфера
MPS172487;iWear fresh (30pk) (new);26_001;98;МП;12;;98;0;0,0;Закрыто;;-;Сфера
MPS172516;Diag Biofinity Toric (1pk);26_001;108;МП;12;;108;0;0,0;Закрыто;;-;1pk
MPS172433;Maxima 55 UV (6pk);26_001;3 657;МП;14;;3657;0;0,0;Закрыто;;-;Сфера
MPS172485;Biofinity (6pk)_Bespoke;26_002;6 086;МП;1,2;;6086;0;0,0;Закрыто;;-;Сфера
MPS172620;Airway Premium (3pk);26_002;269;МП;1,2;;269;0;0,0;Закрыто;;-;Сфера
MPS172620;Biosoft Premium (3pk);26_002;5 283;МП;1,2;;5283;0;0,0;Закрыто;;-;Сфера
MPS173315;WB Stenfilcon A 54% 1 Day MD (30pk);26_002;2 272;МП;26;;2272;0;0,0;Закрыто;;-;Сфера
MPS173203;Biomedics 55 Evolution (6pk);26_002;3 630;МП;22;;3630;0;0,0;Закрыто;;-;Сфера
MPS173273;WB Stenfilcon A 54% 1 Day MD (30pk);26_002;2 523;МП;25;;2523;0;0,0;Закрыто;;-;Сфера
MPS173303;iWear harmony (30pk);26_002;643;МП;25;;643;0;0,0;Закрыто;;-;Сфера
MPS173303;iWear fresh (30pk) (new);26_002;633;МП;25;;633;0;0,0;Закрыто;;-;Сфера
MPS173287;Diag Biofinity (3pk);26_002;6 527;МП;24;;6527;0;0,0;Закрыто;;-;Сфера
MPS173266;Biofinity (6pk)_Bespoke;26_002;400;МП;26;;400;0;0,0;Закрыто;;-;Сфера
MPS172862;WB Somofilcon A 56% 1 day (30pk);26_002;3 872;МП;3,4;;3867;5;0,0;В приемке;30.06.2026;01.06.2026;Сфера
MPS173194;Diag MyDay (5pk);26_002;4 983;МП;22;;4983;0;0,0;Закрыто;;-;Сфера
MPS173269;iWear harmony (30pk);26_002;4 857;МП;23,24;;4857;0;0,0;Закрыто;;-;Сфера
MPS173030;Biofinity (6pk)_Bespoke;26_002;13 639;МП;14,17,20;;13549;90;0,2;В приемке;;недостача;Сфера
MPS172645;WB Comfilcon A toric BF (3pk);26_002;90;МП;2;;90;0;0,0;Закрыто;;-;Сложные
MPS172753;MiSight 1 day (90pk);26_002;231;МП;4;;231;0;0,0;Закрыто;;-;Сфера
MPS172758;WB Stenfilcon A 54% 1 Day MD (90pk);26_002;32;МП;2;;32;0;0,0;Закрыто;;-;Сфера
MPS172867;Biosoft Premium (3pk);26_002;3 835;МП;5;;3835;0;0,0;Закрыто;;-;Сфера
MPS172694;Diag Biofinity Toric (1pk);26_002;3 111;МП;2;;0;3 111;62,2;В приемке;30.06.2026;01.06.2026;1pk
MPS172840;Biofinity Toric (3 pk) (new);26_002;2 988;МП;4;;2988;0;0,0;Закрыто;;-;Сложные
MPS172941;Biofinity Toric (3 pk) (new);26_002;4 084;МП;5;;4084;0;0,0;Закрыто;;-;Сложные
MPS173059;WB Comfilcon A toric BF (3pk);26_002;3 038;МП;20,21;;3038;0;0,0;Закрыто;;-;Сложные
MPS173044;MiSight 1 day (90pk);26_002;3 425;МП;15,16,17;;3425;0;0,0;Закрыто;;-;Сфера
MPS173049;Biofinity (3pk)_Bespoke;26_002;7 243;МП;18;;7243;0;0,0;Закрыто;;-;Сфера
MPS173072;Biofinity Energys (3pk);26_002;30;МП;20;;30;0;0,0;Закрыто;;-;Сфера
MPS173074;iWear oxygen (3pk);26_002;1 402;МП;20;;1402;0;0,0;Закрыто;;-;Сфера
MPS173154;MyDay (30pk)_Bespoke;26_002;1 715;МП;20;;1715;0;0,0;Закрыто;;-;Сфера
MPS173288;Diag Biofinity Toric (1pk);26_002;5 391;МП;26;;0;5 391;107,8;В приемке;30.06.2026;01.06.2026;1pk
MPS173248;Diag Biofinity Energys (3pk);26_002;269;МП;26;;269;0;0,0;Закрыто;;-;Сфера
MPS172912;Biofinity XR (3 pk);26_002;717;МП;5,8;;717;0;0,0;Закрыто;;-;Сфера
MPS173015;MiSight 1 day (90pk);26_002;3 331;МП;10,11,12;;3331;0;0,0;Закрыто;;-;Сфера
MPS173024;MiSight 1 day (90pk);26_002;1 310;МП;13;;1310;0;0,0;Закрыто;;-;Сфера
MPS173278;Diag Biofinity Toric (1pk);26_002;4 689;МП;26;;0;4 689;93,8;В приемке;30.06.2026;01.06.2026;1pk
MPS173251;Biofinity XR (3 pk);26_002;30;МП;26;;30;0;0,0;Закрыто;;-;Сфера
MPS173251;Biosoft Premium (3pk);26_002;60;МП;26;;60;0;0,0;Закрыто;;-;Сфера
MPS172826;Biofinity Toric (3 pk) (new);26_002;3 521;МП;2;;3521;0;0,0;Закрыто;;-;Сложные
MPS172879;iWear oxygen (6pk);26_002;191;МП;8;;191;0;0,0;Закрыто;;-;Сфера
MPS172894;iWear oxygen (6pk);26_002;947;МП;5;;947;0;0,0;Закрыто;;-;Сфера
MPS173051;Diag Biofinity Toric (1pk);26_002;270;МП;20;;270;0;0,0;Закрыто;;-;1pk
MPS173150;WB Stenfilcon A 54% 1 Day MD (30pk);26_002;366;МП;21;;366;0;0,0;Закрыто;;-;Сфера
MPS173173;MyDay (30pk)_Bespoke;26_002;2 367;МП;21;;2362;5;0,0;В приемке;;недостача;Сфера
MPS173169;Airway Premium 1 Day (30 pk);26_002;311;МП;21;;311;0;0,0;Закрыто;;-;Сфера
MPS173200;WB Comfilcon A toric BF (3pk);26_002;1 274;МП;22;;1274;0;0,0;Закрыто;;-;Сложные
MPS172977;MiSight 1 day (90pk);26_002;1 372;МП;9,21;;1372;0;0,0;Закрыто;;недостача;Сфера
MPS173121;iWear oxygen (3pk);26_002;1 190;МП;20;;1190;0;0,0;Закрыто;;-;Сфера
MPS173115;WB Comfilcon A toric BF (3pk);26_002;10 240;МП;19;;10237;3;0,0;В приемке;30.06.2026;01.06.2026;Сложные
MPS172959;Biofinity Toric (3 pk) (new);26_002;60;МП;8;;60;0;0,0;Закрыто;;-;Сложные
MPS172973;MiSight 1 day (90pk);26_002;3 341;МП;6,7,12;;3341;0;0,0;Закрыто;;-;Сфера
MPS172968;Biofinity (6pk)_Bespoke;26_002;2 297;МП;8;;2297;0;0,0;Закрыто;;-;Сфера
MPS172968;Biofinity (3pk)_Bespoke;26_002;7 014;МП;8;;7014;0;0,0;Закрыто;;-;Сфера
DPS046377;Avaira Vitality (6pk);26_003;1;ДП;1;;1;0;0,0;Закрыто;;-;Сфера
DPS046377;Avaira Vitality toric (6pk);26_003;23;ДП;1;;23;0;0,0;Закрыто;;-;Сложные
DPS046377;Biofinity multifocal (3 pk);26_003;21;ДП;1;;21;0;0,0;Закрыто;;-;Сложные
DPS046377;Biofinity Toric (3 pk) (new);26_003;6;ДП;1;;6;0;0,0;Закрыто;;-;Сложные
DPS046377;Clariti 1 Day multifocal (30pk);26_003;1;ДП;1;;1;0;0,0;Закрыто;;-;Сложные
DPS046377;Diag Avaira Vitality toric (3pk);26_003;22;ДП;1;;22;0;0,0;Закрыто;;-;Сложные
DPS046377;Diag Biofinity Toric (1pk);26_003;2;ДП;1;;2;0;0,0;Закрыто;;-;1pk
DPS046377;Diag Clariti 1 Day toric (5pk) (new);26_003;3;ДП;1;;3;0;0,0;Закрыто;;-;Сложные
DPS046377;Diag MyDay Toric (5pk);26_003;2;ДП;1;;2;0;0,0;Закрыто;;-;Сложные
DPS046377;iWear activ astigmatism (30 pk);26_003;1;ДП;1;;1;0;0,0;Закрыто;;-;Сложные
DPS046377;iWear harmony (30pk);26_003;1;ДП;1;;1;0;0,0;Закрыто;;-;Сфера
DPS046377;WB Comfilcon A multifocal BF (3 pk);26_003;2;ДП;1;;2;0;0,0;Закрыто;;-;Сложные
DPS046377;WB Comfilcon A toric BF (3pk);26_003;1;ДП;1;;1;0;0,0;Закрыто;;-;Сложные
DPS046377;WB Fanfilcon A toric (6pk);26_003;8;ДП;1;;8;0;0,0;Закрыто;;-;Сложные
DPS046377;WB Somofilcon A toric 56% 1 Day (30pk);26_003;4;ДП;1;;4;0;0,0;Закрыто;;-;Сложные
DPS046377;MyDay Toric (30pk);26_003;25;ДП;1;;25;0;0,0;Закрыто;;-;Сложные
DPS046390;Clariti 1 Day (90pk);26_003;3 067;ДП;1,2,3;;3065;2;0,0;В приемке;30.06.2026;01.06.2026;Сфера
DPS046391;Avaira Vitality toric (6pk);26_003;1 047;ДП;1,2,3;;1047;0;0,0;Закрыто;;-;Сложные
DPS046391;Biofinity multifocal (3 pk);26_003;2 748;ДП;1,2,3;;2748;0;0,0;Закрыто;;-;Сложные
DPS046391;Diag Avaira Vitality toric (3pk);26_003;436;ДП;1,2,3;;436;0;0,0;Закрыто;;-;Сложные
DPS046391;Diag Clariti 1 Day toric (5pk) (new);26_003;680;ДП;1,2,3;;679;1;0,0;В приемке;30.06.2026;01.06.2026;Сложные
DPS046391;iWear activ astigmatism (30 pk);26_003;445;ДП;1,2,3;;445;0;0,0;Закрыто;;-;Сложные
DPS046391;MyDay (90pk);26_003;10;ДП;1,2,3;;10;0;0,0;Закрыто;;-;Сфера
DPS046391;WB Comfilcon A multifocal BF (3 pk);26_003;1 503;ДП;1,2,3;;1503;0;0,0;Закрыто;;-;Сложные
DPS046505;Avaira Vitality (6pk);26_003;2 761;ДП;4;;2761;0;0,0;Закрыто;;-;Сфера
DPS046505;Avaira Vitality toric (6pk);26_003;1 118;ДП;4;;1118;0;0,0;Закрыто;;-;Сложные
DPS046505;Biofinity Toric (3 pk) (new);26_003;434;ДП;4;;434;0;0,0;Закрыто;;-;Сложные
DPS046505;Diag Clariti 1 Day toric (5pk) (new);26_003;2 974;ДП;4;;2973;1;0,0;В приемке;30.06.2026;01.06.2026;Сложные
DPS046505;WB Somofilcon A 56% 1 day (30pk);26_003;564;ДП;4;;564;0;0,0;Закрыто;;-;Сфера
DPS046505;WB Fanfilcon A (6pk);26_003;3 807;ДП;4;;3807;0;0,0;Закрыто;;-;Сфера
DPS046392;Airway Ophtalmix 1 Day (30pk);26_003;80;ДП;1;;80;0;0,0;Закрыто;;-;Сфера
DPS046511;Avaira Vitality toric (6pk);26_003;2 680;ДП;5;;2680;0;0,0;Закрыто;;-;Сложные
DPS046511;Biofinity Toric (3 pk) (new);26_003;913;ДП;5;;913;0;0,0;Закрыто;;-;Сложные
DPS046511;Diag Avaira Vitality toric (3pk);26_003;183;ДП;5;;183;0;0,0;Закрыто;;-;Сложные
DPS046511;Diag Biofinity Toric (1pk);26_003;993;ДП;5;;993;0;0,0;Закрыто;;-;1pk
DPS046511;Diag Clariti 1 Day toric (5pk) (new);26_003;2 875;ДП;5;;2875;0;0,0;Закрыто;;-;Сложные
DPS046511;WB Comfilcon A toric BF (3pk);26_003;2 451;ДП;5;;2451;0;0,0;Закрыто;;-;Сложные
DPS046812;Avaira Vitality (6pk);26_003;4 843;ДП;6;;4843;0;0,0;Закрыто;;-;Сфера
DPS046812;Avaira Vitality toric (6pk);26_003;1 823;ДП;6;;1823;0;0,0;Закрыто;;-;Сложные
DPS046812;Biofinity Toric (3 pk) (new);26_003;990;ДП;6;;965;25;0,2;В приемке;30.06.2026;01.06.2026;Сложные
DPS046812;Clariti 1 Day multifocal (30pk);26_003;84;ДП;6;;83;1;0,0;В приемке;30.06.2026;01.06.2026;Сложные
DPS046812;Diag Biofinity Toric (1pk);26_003;3 996;ДП;6;;3996;0;0,0;Закрыто;;-;1pk
DPS046812;iWear activ astigmatism (30 pk);26_003;105;ДП;6;;105;0;0,0;Закрыто;;-;Сложные
DPS046812;WB Somofilcon A toric 56% 1 Day (30pk);26_003;241;ДП;6;;198;43;0,3;В приемке;30.06.2026;01.06.2026;Сложные
DPS046812;MyDay Toric (30pk);26_003;928;ДП;6;;922;6;0,0;В приемке;30.06.2026;01.06.2026;Сложные
DPS046877;Avaira Vitality (6pk);26_003;40;ДП;7;;40;0;0,0;Закрыто;;-;Сфера
DPS046877;Biofinity Toric (3 pk) (new);26_003;852;ДП;7;;852;0;0,0;Закрыто;;-;Сложные
DPS046877;Clariti 1 Day toric (30pk);26_003;1 955;ДП;7;;1955;0;0,0;Закрыто;;-;Сложные
DPS046877;Diag Biofinity Toric (1pk);26_003;531;ДП;7;;531;0;0,0;Закрыто;;-;1pk
DPS046877;iWear activ astigmatism (30 pk);26_003;68;ДП;7;;68;0;0,0;Закрыто;;-;Сложные
DPS046877;WB Somofilcon A toric 56% 1 Day (30pk);26_003;515;ДП;7;;515;0;0,0;Закрыто;;-;Сложные
DPS046877;WB Omafilcon A 60% 1 Day (30pk);26_003;68;ДП;7;;68;0;0,0;Закрыто;;-;Сфера
DPS046874;Airway Ophtalmix 1 Day (30pk);26_003;470;ДП;7;;470;0;0,0;Закрыто;;-;Сфера
DPS046874;Clariti 1 Day (30pk)_Bespoke;26_003;1 074;ДП;7;;1074;0;0,0;Закрыто;;-;Сфера
DPS046944;Clariti 1 Day (30pk)_Bespoke;26_003;6 656;ДП;8,9;;6643;13;0,0;В приемке;30.06.2026;01.06.2026;Сфера
DPS046946;iWear Activ (30pk);26_003;1 230;ДП;8,9;;0;1 230;2,5;В приемке;30.06.2026;01.06.2026;Сфера
DPS046946;Clariti 1 Day (30pk)_Bespoke;26_003;119;ДП;8,9;;119;0;0,0;Закрыто;;-;Сфера
DPS047011;Avaira Vitality (6pk);26_003;852;ДП;9;;852;0;0,0;Закрыто;;-;Сфера
DPS047011;Biofinity Toric (3 pk) (new);26_003;14;ДП;9;;14;0;0,0;Закрыто;;-;Сложные
DPS047011;Clariti 1 Day multifocal (30pk);26_003;127;ДП;9;;127;0;0,0;Закрыто;;-;Сложные
DPS047011;Clariti 1 Day toric (30pk);26_003;329;ДП;9;;329;0;0,0;Закрыто;;-;Сложные
DPS047011;Diag Biofinity Toric (1pk);26_003;2 322;ДП;9;;2322;0;0,0;Закрыто;;-;1pk
DPS047011;WB Somofilcon A 56% 1 day (30pk);26_003;64;ДП;9;;64;0;0,0;Закрыто;;-;Сфера
DPS047011;WB Somofilcon A toric 56% 1 Day (30pk);26_003;9;ДП;9;;9;0;0,0;Закрыто;;-;Сложные
DPS047011;WB Stenfilcon A 54% 1 Day MD (90pk);26_003;8;ДП;9;;8;0;0,0;Закрыто;;-;Сфера
DPS047011;MyDay Toric (30pk);26_003;827;ДП;9;;827;0;0,0;Закрыто;;-;Сложные
DPS047011;Diag Biofinity (3pk);26_003;23;ДП;9;;23;0;0,0;Закрыто;;-;Сфера
DPS047098;Avaira Vitality toric (6pk);26_003;1 000;ДП;10;;996;4;0,0;В приемке;30.06.2026;01.06.2026;Сложные
DPS047098;Clariti 1 Day toric (30pk);26_003;1 672;ДП;10;;1672;0;0,0;Закрыто;;-;Сложные
DPS047098;iWear activ astigmatism (30 pk);26_003;683;ДП;10;;683;0;0,0;Закрыто;;-;Сложные
DPS047098;WB Somofilcon A toric 56% 1 Day (30pk);26_003;727;ДП;10;;681;46;0,4;В приемке;30.06.2026;01.06.2026;Сложные
DPS047098;Diag MyDay Multifocal (5pk);26_003;1 498;ДП;10;;1498;0;0,0;Закрыто;;-;Сложные
DPS047098;Clariti 1 Day (30pk)_Bespoke;26_003;268;ДП;10;;268;0;0,0;Закрыто;;-;Сфера
DPS047227;Avaira Vitality (6pk);26_003;9;ДП;13;;9;0;0,0;Закрыто;;-;Сфера
DPS047227;Avaira Vitality toric (6pk);26_003;16;ДП;13;;16;0;0,0;Закрыто;;-;Сложные
DPS047227;Biofinity multifocal (3 pk);26_003;94;ДП;13;;94;0;0,0;Закрыто;;-;Сложные
DPS047227;Biofinity Toric (3 pk) (new);26_003;1;ДП;13;;1;0;0,0;Закрыто;;-;Сложные
DPS047227;Clariti 1 Day toric (30pk);26_003;19;ДП;13;;19;0;0,0;Закрыто;;-;Сложные
DPS047227;Diag Biofinity Multifocal (1pk);26_003;18;ДП;13;;4;14;0,3;В приемке;30.06.2026;01.06.2026;1pk
DPS047227;Diag Biofinity Toric (1pk);26_003;61;ДП;13;;3;58;1,2;В приемке;30.06.2026;01.06.2026;1pk
DPS047227;Diag MyDay Toric (5pk);26_003;4;ДП;13;;4;0;0,0;Закрыто;;-;Сложные
DPS047227;iWear activ astigmatism (30 pk);26_003;11;ДП;13;;11;0;0,0;Закрыто;;-;Сложные
DPS047227;WB Comfilcon A toric BF (3pk);26_003;6;ДП;13;;6;0;0,0;Закрыто;;-;Сложные
DPS047227;WB Fanfilcon A toric (6pk);26_003;4;ДП;13;;4;0;0,0;Закрыто;;-;Сложные
DPS047227;WB Somofilcon A toric 56% 1 Day (30pk);26_003;36;ДП;13;;36;0;0,0;Закрыто;;-;Сложные
DPS047227;WB Stenfilcon A 54% 1 Day MD (30pk);26_003;31;ДП;13;;31;0;0,0;Закрыто;;-;Сфера
DPS047227;WB Fanfilcon A (6pk);26_003;7;ДП;13;;7;0;0,0;Закрыто;;-;Сфера
DPS047227;MyDay Toric (30pk);26_003;2;ДП;13;;2;0;0,0;Закрыто;;-;Сложные
DPS047227;Biofinity Energys (3pk);26_003;2;ДП;13;;2;0;0,0;Закрыто;;-;Сфера
DPS047227;Diag Biofinity (3pk);26_003;19;ДП;13;;19;0;0,0;Закрыто;;-;Сфера
DPS047227;Biofinity XR (3 pk);26_003;87;ДП;13;;87;0;0,0;Закрыто;;-;Сфера
DPS047366;Avaira Vitality (6pk);26_003;2 391;ДП;11;;2391;0;0,0;Закрыто;;-;Сфера
DPS047366;Biofinity multifocal (3 pk);26_003;117;ДП;11;;117;0;0,0;Закрыто;;-;Сложные
DPS047366;Diag Avaira Vitality toric (3pk);26_003;1 118;ДП;11;;1118;0;0,0;Закрыто;;-;Сложные
DPS047366;Diag Biofinity Toric (1pk);26_003;1 674;ДП;11;;1671;3;0,1;В приемке;30.06.2026;01.06.2026;1pk
DPS047366;Diag Clariti 1 Day toric (5pk) (new);26_003;5 330;ДП;11;;5330;0;0,0;Закрыто;;-;Сложные
DPS047366;iWear activ astigmatism (30 pk);26_003;269;ДП;11;;269;0;0,0;Закрыто;;-;Сложные
DPS047366;WB Comfilcon A multifocal BF (3 pk);26_003;1 076;ДП;11;;1076;0;0,0;Закрыто;;-;Сложные
DPS047366;Diag Biofinity Energys (3pk);26_003;57;ДП;11;;57;0;0,0;Закрыто;;-;Сфера
DPS047366;Diag Proclear 1 day (5pk);26_003;87;ДП;11;;87;0;0,0;Закрыто;;-;Сфера
DPS047370;Biofinity multifocal (3 pk);26_003;1 512;ДП;12;;1512;0;0,0;Закрыто;;-;Сложные
DPS047370;Clariti 1 Day multifocal (30pk);26_003;2 184;ДП;12;;2184;0;0,0;Закрыто;;-;Сложные
DPS047370;Clariti 1 Day toric (30pk);26_003;231;ДП;12;;231;0;0,0;Закрыто;;-;Сложные
DPS047370;Diag Clariti 1 Day toric (5pk) (new);26_003;1 618;ДП;12;;1617;1;0,0;В приемке;;недостача;Сложные
DPS047370;iWear activ astigmatism (30 pk);26_003;329;ДП;12;;320;9;0,1;В приемке;30.06.2026;01.06.2026;Сложные
DPS047370;WB Comfilcon A toric BF (3pk);26_003;205;ДП;12;;205;0;0,0;Закрыто;;-;Сложные
DPS047370;WB Somofilcon A toric 56% 1 Day (30pk);26_003;209;ДП;12;;209;0;0,0;Закрыто;;-;Сложные
DPS047379;Avaira Vitality toric (6pk);26_003;67;ДП;13;;67;0;0,0;Закрыто;;-;Сложные
DPS047379;Biofinity multifocal (3 pk);26_003;62;ДП;13;;62;0;0,0;Закрыто;;-;Сложные
DPS047379;Biofinity Toric (3 pk) (new);26_003;35;ДП;13;;35;0;0,0;Закрыто;;-;Сложные
DPS047379;Clariti 1 Day toric (30pk);26_003;13;ДП;13;;13;0;0,0;Закрыто;;-;Сложные
DPS047379;Diag Biofinity Toric (1pk);26_003;35;ДП;13;;0;35;0,7;В приемке;30.06.2026;01.06.2026;1pk
DPS047379;iWear activ astigmatism (30 pk);26_003;33;ДП;13;;33;0;0,0;Закрыто;;-;Сложные
DPS047379;WB Comfilcon A multifocal BF (3 pk);26_003;15;ДП;13;;15;0;0,0;Закрыто;;-;Сложные
DPS047379;WB Fanfilcon A toric (6pk);26_003;4;ДП;13;;4;0;0,0;Закрыто;;-;Сложные
DPS047379;WB Somofilcon A 56% 1 day (30pk);26_003;7;ДП;13;;7;0;0,0;Закрыто;;-;Сфера
DPS047379;WB Somofilcon A toric 56% 1 Day (30pk);26_003;19;ДП;13;;19;0;0,0;Закрыто;;-;Сложные
DPS047379;Diag Avaira Vitality (3pk);26_003;10;ДП;13;;10;0;0,0;Закрыто;;-;Сфера
DPS047379;MyDay Toric (30pk);26_003;1;ДП;13;;1;0;0,0;Закрыто;;-;Сложные
DPS047379;Aculife One Day (30pk);26_003;9;ДП;13;;9;0;0,0;Закрыто;;-;Сфера
DPS047379;Diag Biofinity Energys (3pk);26_003;8;ДП;13;;8;0;0,0;Закрыто;;-;Сфера
DPS047379;Biofinity Energys (3pk);26_003;30;ДП;13;;30;0;0,0;Закрыто;;-;Сфера
DPS047382;Clariti 1 Day toric (30pk);26_003;1 471;ДП;13;;1471;0;0,0;Закрыто;;-;Сложные
DPS047382;Diag Avaira Vitality toric (3pk);26_003;4 918;ДП;13;;4918;0;0,0;Закрыто;;-;Сложные
DPS047382;WB Comfilcon A multifocal BF (3 pk);26_003;232;ДП;13;;232;0;0,0;Закрыто;;-;Сложные
DPS047382;WB Comfilcon A toric BF (3pk);26_003;1 056;ДП;13;;1056;0;0,0;Закрыто;;-;Сложные
DPS047382;Clariti 1 Day (90pk);26_003;64;ДП;13;;64;0;0,0;Закрыто;;-;Сфера
DPS047381;iWear Activ (30pk);26_003;2;ДП;13;;0;2;0,0;В приемке;30.06.2026;01.06.2026;Сфера
DPS047451;Clariti 1 Day toric (30pk);26_003;957;ДП;14;;957;0;0,0;Закрыто;;-;Сложные
DPS047451;Diag Biofinity Toric (1pk);26_003;2 327;ДП;14;;2327;0;0,0;Закрыто;;-;1pk
DPS047451;Diag Clariti 1 Day toric (5pk) (new);26_003;4 921;ДП;14;;4921;0;0,0;Закрыто;;-;Сложные
DPS047451;iWear activ astigmatism (30 pk);26_003;336;ДП;14;;336;0;0,0;Закрыто;;-;Сложные
DPS047451;iWear harmony (30pk);26_003;210;ДП;14;;210;0;0,0;Закрыто;;-;Сфера
DPS047451;WB Comfilcon A toric BF (3pk);26_003;580;ДП;14;;580;0;0,0;Закрыто;;-;Сложные
DPS047451;WB Fanfilcon A toric (6pk);26_003;944;ДП;14;;944;0;0,0;Закрыто;;-;Сложные
DPS047451;WB Omafilcon A 60% 1 Day (30pk);26_003;300;ДП;14;;300;0;0,0;Закрыто;;-;Сфера
DPS047486;Biofinity Toric (3 pk) (new);26_003;3;ДП;15;;3;0;0,0;Закрыто;;-;Сложные
DPS047486;Clariti 1 Day toric (30pk);26_003;20;ДП;15;;20;0;0,0;Закрыто;;-;Сложные
DPS047486;Diag Avaira Vitality toric (3pk);26_003;1 135;ДП;15;;1135;0;0,0;Закрыто;;-;Сложные
DPS047486;Diag Biofinity Toric (1pk);26_003;1 273;ДП;15;;1273;0;0,0;Закрыто;;-;1pk
DPS047486;Diag Clariti 1 Day toric (5pk) (new);26_003;1 173;ДП;15;;1173;0;0,0;Закрыто;;-;Сложные
DPS047486;iWear activ astigmatism (30 pk);26_003;1;ДП;15;;1;0;0,0;Закрыто;;-;Сложные
DPS047486;MiSight 1 day (30pk);26_003;2 912;ДП;15;;2912;0;0,0;Закрыто;;-;Сфера
DPS047486;WB Fanfilcon A toric (6pk);26_003;1 524;ДП;15;;1524;0;0,0;Закрыто;;-;Сложные
DPS047486;WB Somofilcon A toric 56% 1 Day (30pk);26_003;18;ДП;15;;18;0;0,0;Закрыто;;-;Сложные
